title,publication_year,cited_by_count,journal,type,primary_topic,keywords,doi
Marine Organic Chemistry,1983,510,Marine Chemistry,article,,"['Authigenic', 'Cold seep', 'Archaea', 'Isotopes of carbon', 'Anaerobic oxidation of methane', 'Chemosynthesis', 'Thaumarchaeota', 'Biology', 'Ecology', 'Methane', 'Paleontology', 'Total organic carbon', 'Hydrothermal vent', 'Sediment', 'Bacteria']",https://doi.org/10.1016/0304-4203(83)90033-6
Advanced Organic Chemistry,2002,399,Kluwer Academic Publishers eBooks,book,,"['Reactivity (psychology)', 'Chemistry', 'Nanotechnology', 'Materials science', 'Medicine']",https://doi.org/10.1007/b114293
The Pictet–Spengler Reaction in Nature and in Organic Chemistry,2011,719,Angewandte Chemie International Edition,article,,"['Pictet–Spengler reaction', 'Chemistry', 'Organic chemistry']",https://doi.org/10.1002/anie.201008071
Spectroscopic methods in organic chemistry,1988,575,Journal of Organometallic Chemistry,article,,"['Chemistry', 'Organic chemistry', 'Computational chemistry']",https://doi.org/10.1016/0022-328x(88)80490-x
Practical Organic Chemistry,1989,385,,book,,"['Chemistry', 'Work (physics)', 'Epistemology', 'Engineering', 'Philosophy', 'Mechanical engineering']",https://doi.org/10.1007/978-94-009-0819-2
The nucleophilicity N index in organic chemistry,2011,628,Organic & Biomolecular Chemistry,article,,"['Nucleophile', 'Chemistry', 'Electrophile', 'Inverse', 'Computational chemistry', 'Bicyclic molecule', 'Nucleophilic substitution', 'Molecule', 'Medicinal chemistry', 'Stereochemistry', 'Organic chemistry', 'Catalysis']",https://doi.org/10.1039/c1ob05856h
Mathematical Concepts in Organic Chemistry,1986,551,,book,,"['Chemistry', 'Polymer science', 'Epistemology', 'Philosophy']",https://doi.org/10.1515/9783112570180
Phospha‐Organic Chemistry: Panorama and Perspectives,2003,614,Angewandte Chemie International Edition,article,,"['Chemistry', 'Reactivity (psychology)', 'Homogeneous', 'Coordination complex', 'Homogeneous catalysis', 'Catalysis', 'Panorama', 'Computational chemistry', 'Organic chemistry', 'Nanotechnology', 'Combinatorial chemistry', 'Materials science', 'Computer science', 'Physics']",https://doi.org/10.1002/anie.200200557
Vitamin E: application of the principles of physical organic chemistry to the exploration of its structure and function,1986,1122,Accounts of Chemical Research,article,,"['Citation', 'Altmetrics', 'Icon', 'Computer science', 'Social media', 'Function (biology)', 'Information retrieval', 'World Wide Web']",https://doi.org/10.1021/ar00127a001
Visible Light Photocatalysis in Organic Chemistry,2018,610,,book,,"['Photocatalysis', 'Visible spectrum', 'Chemistry', 'Environmental chemistry', 'Nanotechnology', 'Photochemistry', 'Environmental science', 'Materials science', 'Optoelectronics', 'Organic chemistry', 'Catalysis']",https://doi.org/10.1002/9783527674145
Resonance in Organic Chemistry.,1956,482,Journal of the American Chemical Society,article,,"['Altmetrics', 'Citation', 'Icon', 'Computer science', 'Social media', 'Reuse', 'Library science', 'World Wide Web', 'Information retrieval', 'Engineering']",https://doi.org/10.1021/ja01591a091
Protective Groups in Organic Chemistry,1995,546,,book,,"['Organic molecules', 'Chemistry', 'Environmental chemistry', 'Molecule', 'Organic chemistry']",https://doi.org/10.1007/978-1-4684-7218-9
Physical Organic Chemistry,2005,474,Chemistry International,article,,"['Chemistry', 'Polymer science', 'Environmental chemistry', 'Chemical engineering', 'Engineering']",https://doi.org/10.1515/ci.2005.27.1.33
The organic chemistry of phospholes,1988,399,Chemical Reviews,article,,"['Citation', 'Icon', 'Altmetrics', 'Social media', 'Computer science', 'Information retrieval', 'Library science', 'Chemistry', 'World Wide Web']",https://doi.org/10.1021/cr00084a005
Photocatalysis: a promising route for 21st century organic chemistry,2007,674,Chemical Communications,article,,"['Photocatalysis', 'Hazardous waste', 'Raw material', 'Green chemistry', 'Production (economics)', 'Nanotechnology', 'Chemistry', 'Biochemical engineering', 'Waste management', 'Catalysis', 'Materials science', 'Organic chemistry', 'Engineering', 'Reaction mechanism']",https://doi.org/10.1039/b700395c
The PMO Theory of Organic Chemistry,1975,526,,book,,"['Chemistry', 'Environmental chemistry']",https://doi.org/10.1007/978-1-4615-1751-1
The Organic Chemistry of Nickel,1974,460,Elsevier eBooks,book,,"['Nickel', 'Chemistry', 'Environmental chemistry', 'Polymer science', 'Organic chemistry']",https://doi.org/10.1016/b978-0-12-388401-5.x5001-5
Trifluoromethylations and related reactions in organic chemistry,1992,587,Tetrahedron,article,,"['Chemistry', 'Organic chemistry', 'Computational chemistry']",https://doi.org/10.1016/s0040-4020(01)80011-9
Applications of NMR Spectroscopy in Organic Chemistry.,1965,580,Journal of the American Chemical Society,article,,"['Altmetrics', 'Citation', 'Icon', 'Social media', 'Library science', 'Information retrieval', 'Computer science', 'Chemistry', 'Analytical Chemistry (journal)', 'World Wide Web', 'Organic chemistry']",https://doi.org/10.1021/ja01091a066
THE ENTHALPY-ENTROPY RELATIONSHIP AND ITS IMPLICATIONS FOR ORGANIC CHEMISTRY,1955,713,The Journal of Organic Chemistry,article,,"['Citation', 'Altmetrics', 'Social media', 'Computer science', 'Icon', 'Entropy (arrow of time)', 'Information retrieval', 'Library science', 'World Wide Web', 'Thermodynamics', 'Physics']",https://doi.org/10.1021/jo01126a009
European Journal of Organic Chemistry,2006,503,European Journal of Organic Chemistry,paratext,,"['Chemistry', 'Benzene', 'Tris', 'Organic chemistry', 'Combinatorial chemistry', 'Medicinal chemistry']",https://doi.org/10.1002/(issn)1099-0690
Frontiers in Supramolecular Organic Chemistry and Photochemistry,1991,566,Medical Entomology and Zoology,book,,"['Supramolecular chemistry', 'Nanotechnology', 'Cover (algebra)', 'Chemistry', 'Materials science', 'Organic chemistry', 'Molecule', 'Engineering']",
Handbook of Organopalladium Chemistry for Organic Synthesis,2002,2874,,book,,"['Palladium', 'Organopalladium', 'Chemistry', 'Reductive elimination', 'Alkene', 'Oxidative addition', 'Carbonylation', 'Nucleophile', 'Aryl', 'Medicinal chemistry', 'Catalysis', 'Migratory insertion', 'Organic chemistry', 'Carbon monoxide', 'Alkyl']",https://doi.org/10.1002/0471212466
Baker's yeast mediated transformations in organic chemistry,1991,624,Chemical Reviews,article,,"['Citation', 'Icon', 'Altmetrics', 'Social media', 'Computer science', 'Information retrieval', 'Library science', 'World Wide Web']",https://doi.org/10.1021/cr00001a004
Organic Chemistry in Colour,1987,437,,book,,"['Polymer science', 'Chemistry', 'Environmental chemistry', 'Nanotechnology', 'Materials science']",https://doi.org/10.1007/978-3-642-82959-8
Spectroscopic Methods in Organic Chemistry,2019,385,,book,,"['Chemistry', 'Spectroscopy', 'Analytical Chemistry (journal)', 'Engineering', 'Environmental chemistry', 'Physics']",https://doi.org/10.1007/978-3-030-18252-6
Free energy calculations: a breakthrough for modeling organic chemistry in solution,1989,636,Accounts of Chemical Research,article,,"['Chemistry', 'Energy (signal processing)', 'Computational chemistry', 'Biochemical engineering', 'Physics', 'Engineering']",https://doi.org/10.1021/ar00161a004
Organic chemistry of bivalent sulfur,1958,493,Medical Entomology and Zoology,book,,"['Bivalent (engine)', 'Sulfur', 'Chemistry', 'Environmental chemistry', 'Organic chemistry', 'Metal']",
Industrial Organic Chemistry,2017,328,,book,,"['Environmental chemistry', 'Chemistry', 'Environmental science']",https://doi.org/10.1515/9783110494471
Free radicals in organic chemistry,1996,486,Free Radical Biology and Medicine,book-review,,"['Radical', 'Chemistry', 'Photochemistry', 'Environmental chemistry', 'Organic chemistry']",https://doi.org/10.1016/0891-5849(96)90038-6
Hard soft acids bases (HSAB) principle and organic chemistry,1975,750,Chemical Reviews,article,,"['HSAB theory', 'Citation', 'Computer science', 'Icon', 'Social media', 'Information retrieval', 'Altmetrics', 'Library science', 'Chemistry', 'World Wide Web', 'Organic chemistry']",https://doi.org/10.1021/cr60293a001
Applications of the Cambridge Structural Database in organic chemistry and crystal chemistry,2002,504,Acta Crystallographica Section B Structural Science,article,,"['Crystal engineering', 'Crystal chemistry', 'Crystal structure', 'Supramolecular chemistry', 'Chemistry', 'Database', 'Hydrogen bond', 'Intermolecular force', 'Crystallography', 'Computer science', 'Molecule', 'Organic chemistry']",https://doi.org/10.1107/s0108768102004895
Applications of NMR spectroscopy in organic chemistry,1966,542,,article,,"['Chemistry', 'Nuclear magnetic resonance spectroscopy', 'Spectroscopy', 'Organic chemistry', 'Physics']",
Handbook of organic chemistry,1996,424,Choice Reviews Online,book-review,,"['Chemistry', 'Polymer science', 'Organic chemistry']",https://doi.org/10.5860/choice.34-1551
Physical Organic Chemistry,1961,418,Annual Review of Physical Chemistry,article,,"['Environmental chemistry', 'Chemistry', 'Environmental science']",https://doi.org/10.1146/annurev.pc.12.100161.000245
"Computational Prediction of 1 H and 13 C Chemical Shifts: A Useful Tool for Natural Product, Mechanistic, and Synthetic Organic Chemistry",2011,1291,Chemical Reviews,review,,"['Citation', 'Library science', 'Chemistry', 'Computer science', 'Product (mathematics)', 'Information retrieval', 'World Wide Web', 'Mathematics']",https://doi.org/10.1021/cr200106v
"Effect of conformational change on reactivity in organic chemistry. Evaluations, applications, and extensions of Curtin-Hammett Winstein-Holness kinetics",1983,967,Chemical Reviews,article,,"['Icon', 'Citation', 'Reactivity (psychology)', 'Chemistry', 'Altmetrics', 'Computer science', 'Information retrieval', 'Data science', 'World Wide Web', 'Medicine']",https://doi.org/10.1021/cr00054a001
Glossary of terms used in theoretical organic chemistry,1999,433,Pure and Applied Chemistry,article,,"['Glossary', 'Terminology', 'Chemistry', 'Context (archaeology)', 'Multidisciplinary approach', 'Management science', 'Epistemology', 'Linguistics', 'Social science', 'Sociology', 'Archaeology']",https://doi.org/10.1351/pac199971101919
Synthesis and Reactivity of Propargylamines in Organic Chemistry,2017,460,Chemical Reviews,review,,"['Chemistry', 'Reactivity (psychology)', 'Organic chemistry', 'Combinatorial chemistry', 'Computational chemistry']",https://doi.org/10.1021/acs.chemrev.7b00343
Molecular Electron Density Theory: A Modern View of Reactivity in Organic Chemistry,2016,523,Molecules,article,,"['Reactivity (psychology)', 'Density functional theory', 'Chemistry', 'Electron density', 'Quantum chemistry', 'Computational chemistry', 'Chemical physics', 'Physical organic chemistry', 'Electron', 'Molecule', 'Organic chemistry', 'Physics', 'Quantum mechanics']",https://doi.org/10.3390/molecules21101319
Chemistry of Covalent Organic Frameworks,2015,1910,Accounts of Chemical Research,article,,"['Covalent bond', 'Chemistry', 'Nanotechnology', 'Organic chemistry', 'Materials science']",https://doi.org/10.1021/acs.accounts.5b00369
Neural Networks for the Prediction of Organic Chemistry Reactions,2016,408,ACS Central Science,article,,"['Artificial neural network', 'Set (abstract data type)', 'Reagent', 'Deep neural networks', 'Test set', 'Organic synthesis']",https://doi.org/10.1021/acscentsci.6b00219
Mechanism and Structure in Organic Chemistry,1973,446,Medical Entomology and Zoology,book,,"['Mechanism (biology)', 'Chemistry', 'Chemical physics', 'Computational chemistry', 'Nanotechnology', 'Materials science', 'Epistemology', 'Philosophy']",
APPLICATIONS OF MICROWAVE ENERGY IN ORGANIC CHEMISTRY. A REVIEW,1991,416,Organic Preparations and Procedures International,article,,"['Chemistry', 'Microwave', 'Microwave chemistry', 'Nanotechnology', 'Engineering physics', 'Organic chemistry', 'Microwave irradiation', 'Physics', 'Engineering', 'Telecommunications', 'Materials science']",https://doi.org/10.1080/00304949109458244
"Wet chemical approaches to the characterization of organic surfaces: self-assembled monolayers, wetting, and the physical-organic chemistry of the solid-liquid interface",1990,854,Langmuir,article,,"['Wetting', 'Monolayer', 'Characterization (materials science)', 'Chemistry', 'Solid surface', 'Chemical engineering', 'Organic chemistry', 'Contact angle', 'Physical organic chemistry', 'Nanotechnology', 'Materials science', 'Chemical physics']",https://doi.org/10.1021/la00091a013
Excited states in organic chemistry,1975,440,Wiley eBooks,book,,"['Excited state', 'Chemistry', 'Environmental chemistry', 'Physics', 'Atomic physics']",
Resonance in Organic Chemistry,1956,388,Physics Today,article,,"['Resonance (particle physics)', 'Chemistry', 'Chemical physics', 'Materials science', 'Nanotechnology', 'Physics', 'Atomic physics']",https://doi.org/10.1063/1.3060033
Decatungstate as an efficient photocatalyst in organic chemistry,2009,391,Chemical Society Reviews,review,,"['Photocatalysis', 'Photodegradation', 'Chemistry', 'Organic synthesis', 'Catalysis', 'Nanotechnology', 'Photochemistry', 'Environmental chemistry', 'Organic chemistry', 'Materials science']",https://doi.org/10.1039/b812100c
Physical organic Chemistry,1987,386,,book,,"['Environmental chemistry', 'Chemistry', 'Astrobiology', 'Polymer science', 'Environmental science', 'Physics']",https://doi.org/10.1515/9783112536902
A text-book of practical organic chemistry,1948,492,Journal of the Franklin Institute,article,,"['Birth–death process', 'Branching process', 'Extinction (optical mineralogy)', 'Extinction probability', 'Tree (set theory)', 'Statistical physics', 'Mathematics', 'Diversification (marketing strategy)', 'Probability density function', 'Process (computing)', 'Biology', 'Statistics', 'Combinatorics', 'Computer science', 'Physics', 'Demography', 'Paleontology']",https://doi.org/10.1016/0016-0032(48)90123-9
Organic Chemistry in Colour,1983,381,,book,,"['Environmental chemistry', 'Chemistry']",https://doi.org/10.1515/9783112541746
Advanced Organic Chemistry,1990,373,,book,,"['Theme (computing)', 'Chemistry', 'Biochemical engineering', 'Computer science', 'Nanotechnology', 'Management science', 'Engineering', 'Materials science', 'World Wide Web']",https://doi.org/10.1007/978-1-4613-9797-7
Moebius-Hueckel concept in organic chemistry. Application of organic molecules and reactions,1971,507,Accounts of Chemical Research,article,,"['Citation', 'Icon', 'Computer science', 'Altmetrics', 'Information retrieval', 'Data science', 'Library science']",https://doi.org/10.1021/ar50044a002
Reaction Mechanisms in Environmental Organic Chemistry,2018,341,,reference-entry,,"['Environmental chemistry', 'Chemistry', 'Environmental science', 'Biochemical engineering', 'Engineering']",https://doi.org/10.1201/9780203741245
The pervasive chemistry of metal–organic frameworks,2009,2399,Chemical Society Reviews,article,,"['Metal-organic framework', 'Metal', 'Chemistry', 'Computer science', 'Nanotechnology', 'Environmental chemistry', 'Materials science', 'Organic chemistry']",https://doi.org/10.1039/b903811f
Organic Chemistry 4th.Ed,2000,367,,article,,['Chemistry'],
ChemInform Abstract: Solvent Effects in Organic Chemistry,1985,522,ChemInform,article,,"['Citation', 'Information retrieval', 'Chemistry', 'Computer science', 'Library science']",https://doi.org/10.1002/chin.198552339
Technique of Organic Chemistry,1954,366,Nature,article,,"['Chemistry', 'Chemist', 'Polymer science', 'Library science', 'Organic chemistry', 'Computer science']",https://doi.org/10.1038/173918b0
Organic chemistry of stable free radicals,1968,463,Medical Entomology and Zoology,book,,"['Radical', 'Chemistry', 'Photochemistry', 'Polymer science', 'Organic chemistry']",
Aqueous Organic Chemistry in the Atmosphere: Sources and Chemical Processing of Organic Aerosols,2015,529,Environmental Science & Technology,other,,"['Phone', 'Citation', 'Atmosphere (unit)', 'Computer science', 'Chemistry', 'Library science', 'Meteorology', 'Physics']",https://doi.org/10.1021/es5043707
The organic chemistry of electrolyte solutions,1975,408,Medical Entomology and Zoology,book,,"['Electrolyte', 'Chemistry', 'Environmental chemistry', 'Inorganic chemistry', 'Physical chemistry', 'Electrode']",
Advances in Metal-Organic Chemistry,1990,406,Journal of Organometallic Chemistry,article,,"['Chemistry', 'Nanotechnology', 'Organic chemistry', 'Environmental chemistry', 'Combinatorial chemistry']",https://doi.org/10.1016/0022-328x(90)85301-e
"Solid State Organic Chemistry: Efficient Reactions, Remarkable Yields, and Stereoselectivity",1995,568,Accounts of Chemical Research,article,,"['Citation', 'Icon', 'Computer science', 'Altmetrics', 'Social media', 'Information retrieval', 'Library science', 'World Wide Web']",https://doi.org/10.1021/ar00060a003
"PSORALENS AS PHOTOACTIVE PROBES OF NUCLEIC ACID STRUCTURE AND FUNCTION: ORGANIC CHEMISTRY, PHOTOCHEMISTRY, AND BIOCHEMISTRY",1985,750,Annual Review of Biochemistry,article,,"['Chemistry', 'Nucleic acid', 'Photochemistry', 'Organic chemistry', 'Biochemistry']",https://doi.org/10.1146/annurev.bi.54.070185.005443
Biotransformations in Organic Chemistry,1997,351,,book,,"['Chemistry', 'Environmental chemistry', 'Biochemical engineering', 'Engineering']",https://doi.org/10.1007/978-3-662-00431-9
Advanced Oxidation Processes for Organic Contaminant Destruction Based on the Fenton Reaction and Related Chemistry,2006,4093,Critical Reviews in Environmental Science and Technology,article,,"['Fenton reaction', 'Hydroxyl radical', 'Chemistry', 'Hydrogen peroxide', 'Environmental chemistry', 'Catalysis', 'Advanced oxidation process', 'Water treatment', 'Kinetics', 'Radical', 'Organic chemistry', 'Environmental engineering', 'Environmental science']",https://doi.org/10.1080/10643380500326564
The Organic Chemistry of Phosphorus,1967,350,Medical Entomology and Zoology,book,,"['Phosphorus', 'Environmental chemistry', 'Chemistry', 'Environmental science', 'Organic chemistry']",
Modular Chemistry: Secondary Building Units as a Basis for the Design of Highly Porous and Robust Metal−Organic Carboxylate Frameworks,2001,5184,Accounts of Chemical Research,article,,"['SBus', 'Porosity', 'Modular design', 'Ligand (biochemistry)', 'Carboxylate', 'Metal-organic framework', 'Topology (electrical circuits)', 'Class (philosophy)', 'Transformation (genetics)', 'Basis (linear algebra)', 'Materials science', 'Template', 'Chemistry', 'Nanotechnology', 'Computer science', 'Geometry', 'Organic chemistry', 'Mathematics', 'Composite material', 'Artificial intelligence']",https://doi.org/10.1021/ar000034b
The organic chemistry of polycoordinated iodine,1992,394,,book,,"['Iodine', 'Environmental chemistry', 'Chemistry', 'Iodine compounds', 'Polymer science', 'Organic chemistry']",
Flow Electrolysis Cells for the Synthetic Organic Chemistry Laboratory,2017,528,Chemical Reviews,review,,"['Electrosynthesis', 'Chemistry', 'Electrolysis', 'Organic synthesis', 'Continuous flow', 'Flow chemistry', 'Process engineering', 'Biochemical engineering', 'Volumetric flow rate', 'Nanotechnology', 'Electrolytic cell', 'Chemical engineering', 'Combinatorial chemistry', 'Organic chemistry', 'Catalysis', 'Electrochemistry', 'Electrode', 'Electrolyte']",https://doi.org/10.1021/acs.chemrev.7b00360
Advanced Organic Chemistry,1951,262,Journal of AOAC INTERNATIONAL,article,,"['Chemistry', 'Library science', 'Computer science']",https://doi.org/10.1093/jaoac/34.2.496
Physical Methods of Organic Chemistry,1950,386,Soil Science,article,,"['Chemistry', 'Environmental chemistry']",https://doi.org/10.1097/00010694-195008000-00025
Water as the reaction medium in organic chemistry: from our worst enemy to our best friend,2021,573,Chemical Science,article,,"['Organic synthesis', 'Adversary', 'Chemistry', 'Water chemistry', 'Environmental chemistry', 'Organic chemistry', 'Computer science', 'Catalysis', 'Computer security']",https://doi.org/10.1039/d0sc06000c
Ceria‐Based Solid Catalysts for Organic Chemistry,2010,388,ChemSusChem,article,,"['Catalysis', 'Cerium', 'Redox', 'Chemistry', 'Mesoporous material', 'Organic reaction', 'Transition metal', 'Inorganic chemistry', 'Alkylation', 'Dopant', 'Heterogeneous catalysis', 'Ketone', 'Organic chemistry', 'Materials science', 'Doping']",https://doi.org/10.1002/cssc.201000054
Experiments in organic chemistry,1935,334,Andalas University Repository (Andalas University),article,,"['Chemistry', 'Environmental chemistry', 'Polymer science']",
Heterogeneous Catalysis in Organic Chemistry,1999,306,Elsevier eBooks,book,,"['Hydrogenolysis', 'Chemistry', 'Organic synthesis', 'Organic reaction', 'Organic chemistry', 'Catalysis', 'Nanotechnology', 'Materials science']",https://doi.org/10.1016/b978-0-12-651645-6.x5000-8
Enzymes as Catalysts in Synthetic Organic Chemistry [New Synthetic Methods (53)],1985,452,Angewandte Chemie International Edition in English,article,,"['Organic synthesis', 'Catalysis', 'Biochemical engineering', 'Chemistry', 'Organic chemistry', 'Enzyme', 'Synthetic biology', 'Scale (ratio)', 'Nanotechnology', 'Combinatorial chemistry', 'Materials science', 'Engineering', 'Biology', 'Computational biology', 'Physics']",https://doi.org/10.1002/anie.198506173
An Introduction to physical organic chemistry,1969,365,Journal of Chemical Education,book-review,,"['Citation', 'Altmetrics', 'Icon', 'Social media', 'Computer science', 'World Wide Web', 'Information retrieval', 'Library science']",https://doi.org/10.1021/ed046pa192
TECHNIQUE OF ORGANIC CHEMISTRY,1962,325,Elsevier eBooks,book-chapter,,"['Environmental chemistry', 'Chemistry', 'Polymer science']",https://doi.org/10.1016/b978-0-08-009654-4.50127-8
Methods of Organic Chemistry,1954,321,Nature,article,,['Chemistry'],https://doi.org/10.1038/173839b0
Chemistry of secondary organic aerosol: Formation and evolution of low-volatility organics in the atmosphere,2008,1932,Atmospheric Environment,article,,"['Chemistry', 'Volatility (finance)', 'Radical', 'Aerosol', 'Chemical reaction', 'Photochemistry', 'Organic chemistry', 'Environmental chemistry']",https://doi.org/10.1016/j.atmosenv.2008.01.003
The Organic Chemistry of Sugars,2005,241,,reference-entry,,"['Chemistry', 'Polymer science', 'Environmental chemistry']",https://doi.org/10.1201/9781420027952
A Text-book of Practical Organic Chemistry Including Qualitative Organic Analysis.,1956,429,Journal of the American Chemical Society,article,,"['Altmetrics', 'Citation', 'Icon', 'Social media', 'Qualitative analysis', 'Computer science', 'Information retrieval', 'Library science', 'World Wide Web', 'Qualitative research', 'Sociology', 'Social science']",https://doi.org/10.1021/ja01602a077
Organic Chemistry within Ceramic Matrixes: Doped Sol-Gel Materials,1995,618,Accounts of Chemical Research,article,,"['Citation', 'Altmetrics', 'Social media', 'Computer science', 'Icon', 'Information retrieval', 'World Wide Web', 'Analytical Chemistry (journal)', 'Chemistry', 'Organic chemistry']",https://doi.org/10.1021/ar00056a002
Perfluoroalkanesulfonic Esters: Methods of Preparation and Applications in Organic Chemistry,1982,506,Synthesis,article,,"['Chemistry', 'Organic chemistry']",https://doi.org/10.1055/s-1982-29711
Oxidation in organic chemistry,1979,311,Carbohydrate Research,book-review,,"['Chemistry', 'Environmental chemistry', 'Organic chemistry']",https://doi.org/10.1016/s0008-6215(00)84799-0
Ozonation in Organic Chemistry,1978,303,Elsevier eBooks,book,,"['Chemistry', 'Environmental chemistry', 'Organic chemistry']",https://doi.org/10.1016/b978-0-12-073101-5.x5001-x
Biocatalysis making waves in organic chemistry,2021,284,Chemical Society Reviews,review,,"['Biocatalysis', 'Commodity chemicals', 'Chemistry', 'Organic synthesis', 'Biochemical engineering', 'Green chemistry', 'Nanotechnology', 'Organic chemistry', 'Catalysis', 'Ionic liquid', 'Materials science', 'Engineering']",https://doi.org/10.1039/d1cs00100k
The Convergence of Synthetic Organic and Polymer Chemistries,2005,1293,Science,article,,"['Macromolecule', 'Nanotechnology', 'Polymer', 'Natural polymers', 'Drug delivery', 'Materials science', 'Biochemical engineering', 'Computer science', 'Chemistry', 'Organic chemistry', 'Engineering']",https://doi.org/10.1126/science.1109778
The surface as molecular reagent: organic chemistry at the semiconductor interface,2003,367,Progress in Surface Science,article,,"['Pericyclic reaction', 'Nucleophile', 'Chemistry', 'Electrophile', 'Cycloaddition', 'Organic reaction', 'Reactivity (psychology)', 'Context (archaeology)', 'Organic synthesis', 'Organic chemistry', 'Covalent bond', 'Molecule', 'Computational chemistry', 'Combinatorial chemistry']",https://doi.org/10.1016/s0079-6816(03)00035-2
Synthetic organic chemistry driven by artificial intelligence,2019,329,Nature Reviews Chemistry,review,,"['Artificial intelligence', 'Computer science', 'Chemistry', 'Synthetic biology', 'Nanotechnology', 'Data science', 'Bioinformatics', 'Materials science', 'Biology']",https://doi.org/10.1038/s41570-019-0124-0
Free radicals in organic chemistry,1995,342,Medical Entomology and Zoology,book,,"['Radical', 'Chemistry', 'Radical substitution', 'Radical disproportionation', 'Reactivity (psychology)', 'Free-radical reaction', 'Photochemistry', 'Fragmentation (computing)', 'Radical cyclization', 'Beta scission', 'Substitution reaction', 'Organic chemistry', 'Catalysis']",
Fluorine in Organic Chemistry,1974,300,Journal of Organometallic Chemistry,article,,"['Chemistry', 'Fluorine', 'Organic chemistry', 'Polymer science', 'Environmental chemistry']",https://doi.org/10.1016/s0022-328x(00)84644-6
Color chemistry syntheses properties and applications of organic dyes and pigments,1987,2082,,article,,"['Chemistry', 'Pigment', 'Organic chemistry', 'Organic dye', 'Polyene', 'Nitroso', 'Photochemistry', 'Combinatorial chemistry', 'Chemical engineering']",
